epoch,train_loss,valid_loss,train_ppl,valid_ppl
1,0.17700511111147005,0.030274652197126817,1.193637193924301,1.0307375894244306
2,0.0313062787375911,0.02816874410963517,1.0318014743495438,1.0285692347779338
3,0.028006030581461623,0.02720344043938611,1.0284018862640751,1.0275768321824923
4,0.02643864473850067,0.026558178972874408,1.0267912462835602,1.0269139903249578
5,0.025585255468037627,0.026276388461821933,1.0259153674369381,1.0266246564744985
